location,city,region,lat,lon,device,start_date,end_date
1,London,"Greater London",51.52021,-0.12275,83,27/10/2015,09/11/2016
2,London,"Greater London",51.51678,-0.12664,12,01/07/2015,14/02/2017
2,London,"Greater London",51.51678,-0.12664,1580,14/02/2017,13/10/2017
3,London,"Greater London",51.52128,-0.1237,50,03/12/2015,11/09/2016
3,London,"Greater London",51.52128,-0.1237,1032,11/09/2016,""
4,London,"Greater London",51.51757,-0.11992,657,31/03/2016,06/06/2016
5,London,"Greater London",51.49273,-0.22426,35,14/01/2016,15/06/2016
5,London,"Greater London",51.49273,-0.22426,687,15/06/2016,27/10/2016
5,London,"Greater London",51.49273,-0.22426,1671,27/10/2016,25/10/2017
5,London,"Greater London",51.49273,-0.22426,1780,25/10/2017,""
6,London,"Greater London",51.49215,-0.22356,58,14/01/2016,02/08/2016
6,London,"Greater London",51.49215,-0.22356,670,02/08/2016,27/10/2016
6,London,"Greater London",51.49215,-0.22356,1355,27/10/2016,""
7,London,"Greater London",51.49171,-0.22361,51,14/01/2016,02/08/2016
7,London,"Greater London",51.49171,-0.22361,720,02/08/2016,27/10/2016
7,London,"Greater London",51.49171,-0.22361,1342,27/10/2016,""
8,London,"Greater London",51.51806,-0.11111,36,21/08/2015,13/11/2015
9,London,"Greater London",51.51825,-0.11122,672,18/03/2016,17/08/2016
9,London,"Greater London",51.51825,-0.11122,1529,17/08/2016,10/08/2017
10,London,"Greater London",51.52329,-0.10053,100,12/11/2015,01/02/2017
10,London,"Greater London",51.52329,-0.10053,1183,01/02/2017,""
11,London,"Greater London",51.51684,-0.12749,686,18/03/2016,01/04/2016
11,London,"Greater London",51.51684,-0.12749,669,01/04/2016,17/05/2016
11,London,"Greater London",51.51684,-0.12749,718,17/05/2016,19/08/2016
11,London,"Greater London",51.51684,-0.12749,1534,19/08/2016,13/12/2016
11,London,"Greater London",51.51684,-0.12749,1097,13/12/2016,""
12,London,"Greater London",51.4934,-0.22403,10,01/07/2015,31/01/2018
13,London,"Greater London",51.51738,-0.12013,63,03/03/2016,07/04/2016
13,London,"Greater London",51.51738,-0.12013,106,07/04/2016,12/09/2016
13,London,"Greater London",51.51738,-0.12013,1018,12/09/2016,""
14,London,"Greater London",51.49333,-0.22425,5,13/10/2015,20/03/2016
15,York,"Yorkshire and the Humber",53.95697,-1.07959,737,01/03/2016,27/06/2016
15,York,"Yorkshire and the Humber",53.95697,-1.07959,901,27/06/2016,""
16,York,"Yorkshire and the Humber",53.95854,-1.07986,84,08/12/2015,28/06/2016
16,York,"Yorkshire and the Humber",53.95854,-1.07986,872,28/06/2016,""
17,York,"Yorkshire and the Humber",53.95735,-1.07995,740,01/03/2016,27/06/2016
17,York,"Yorkshire and the Humber",53.95735,-1.07995,791,27/06/2016,""
18,Reading,"South East",51.45281,-0.97052,45,23/09/2015,06/10/2016
18,Reading,"South East",51.45281,-0.97052,1370,06/10/2016,""
19,Oxford,"South East",51.75337,-1.26248,66,08/12/2015,27/01/2016
19,Oxford,"South East",51.75337,-1.26248,471,27/01/2016,03/08/2016
19,Oxford,"South East",51.75337,-1.26248,944,03/08/2016,""
20,Cambridge,"East Of England",52.20175,0.12523,47,12/12/2015,01/02/2016
20,Cambridge,"East Of England",52.20175,0.12523,468,01/02/2016,08/05/2016
20,Cambridge,"East Of England",52.20175,0.12523,468,08/05/2016,10/06/2016
20,Cambridge,"East Of England",52.20175,0.12523,794,10/06/2016,""
21,London,"Greater London",51.5036,-0.21888,19,23/09/2015,20/01/2015
22,London,"Greater London",51.52002,-0.12218,652,23/02/2016,29/03/2016
23,Manchester,"North West",53.48224,-2.24037,40,12/10/2015,20/11/2015
25,Leeds,"Yorkshire and the Humber",53.80169,-1.54492,81,08/10/2015,04/12/2016
27,Blackpool,"North West",53.81724,-3.05427,87,12/12/2015,04/07/2016
27,Blackpool,"North West",53.81724,-3.05427,829,04/07/2016,""
28,Norwich,"East Of England",52.62699,1.29432,49,16/10/2015,11/03/2016
28,Norwich,"East Of England",52.62699,1.29432,717,11/03/2016,18/06/2016
29,Leicester,"East Midlands",52.63654,-1.13319,85,07/12/2015,23/08/2016
29,Leicester,"East Midlands",52.63654,-1.13319,919,23/08/2016,15/05/2017
29,Leicester,"East Midlands",52.63654,-1.13319,1273,15/05/2017,""
30,London,"Greater London",51.56449,-0.13505,741,20/02/2016,07/04/2016
30,London,"Greater London",51.56449,-0.13505,673,07/04/2016,16/05/2016
30,London,"Greater London",51.56449,-0.13505,702,16/05/2016,07/06/2017
31,York,"Yorkshire and the Humber",53.95737,-1.07965,739,01/03/2016,27/06/2016
31,York,"Yorkshire and the Humber",53.95737,-1.07965,908,27/06/2016,13/09/2016
31,York,"Yorkshire and the Humber",53.95737,-1.07965,1639,13/09/2016,""
32,London,"Greater London",51.47238,-0.06955,29,24/09/2015,12/09/2016
34,Basingstoke,"South East",51.26469,-1.08486,1625,09/05/2017,""
35,Staines,"South East",51.43471,-0.51239,98,14/12/2015,25/08/2016
35,Staines,"South East",51.43471,-0.51239,1643,25/08/2016,""
36,London,"Greater London",51.46079,-0.01069,48,30/09/2015,18/06/2016
38,Croydon,"Greater London",51.37525,-0.1012,25,16/12/2015,24/08/2016
38,Croydon,"Greater London",51.37525,-0.1012,1646,24/08/2016,""
39,"Kingston Upon Thames","Greater London",51.41146,-0.3002,59,27/11/2015,23/03/2016
39,"Kingston Upon Thames","Greater London",51.41146,-0.3002,921,19/07/2016,""
40,London,"Greater London",51.53792,0.03406,15,02/08/2015,24/03/2017
41,Chelmsford,"East Of England",51.73122,0.47458,92,18/11/2015,26/02/2016
41,Chelmsford,"East Of England",51.73122,0.47458,915,26/08/2016,07/09/2017
41,Chelmsford,"East Of England",51.73122,0.47458,1754,07/09/2017,""
42,"Market Harborough","East Midlands",52.47888,-0.92168,25,21/08/2015,19/10/2015
42,"Market Harborough","East Midlands",52.47888,-0.92168,89,19/10/2015,03/02/2016
43,"Market Harborough","East Midlands",52.47921,-0.92187,96,20/10/2015,07/07/2016
43,"Market Harborough","East Midlands",52.47921,-0.92187,849,07/07/2016,""
44,"Market Harborough","East Midlands",52.48027,-0.92338,79,20/10/2015,20/02/2016
45,"Market Harborough","East Midlands",52.47798,-0.91805,30,15/09/2015,06/07/2016
45,"Market Harborough","East Midlands",52.47798,-0.91805,834,06/07/2016,25/08/2016
45,"Market Harborough","East Midlands",52.47798,-0.91805,1619,25/08/2016,""
46,"Market Harborough","East Midlands",52.47831,-0.91984,31,04/09/2015,01/02/2016
46,"Market Harborough","East Midlands",52.47831,-0.91984,660,01/02/2016,04/03/2016
46,"Market Harborough","East Midlands",52.47831,-0.91984,55,04/03/2016,06/07/2016
46,"Market Harborough","East Midlands",52.47831,-0.91984,891,06/07/2016,""
47,"Market Harborough","East Midlands",52.47748,-0.92211,97,20/10/2015,07/07/2016
47,"Market Harborough","East Midlands",52.47748,-0.92211,863,07/07/2016,""
48,Bexleyheath,"Greater London",51.45618,0.14796,44,02/10/2015,03/11/2015
48,Bexleyheath,"Greater London",51.45618,0.14796,64,03/11/2015,25/02/2017
50,Leeds,"Yorkshire and the Humber",53.86853,-1.7033,54,09/10/2015,13/11/2016
52,London,"Greater London",51.49185,-0.22409,16,14/01/2016,01/02/2016
52,London,"Greater London",51.49185,-0.22409,657,01/02/2016,10/02/2016
52,London,"Greater London",51.49185,-0.22409,743,10/02/2016,06/04/2016
53,London,"Greater London",51.49185,-0.22409,667,05/04/2016,27/10/2016
53,London,"Greater London",51.49185,-0.22409,1672,27/10/2016,""
54,"Market Harborough","East Midlands",52.47776,-0.92009,65,21/08/2015,06/07/2016
54,"Market Harborough","East Midlands",52.47776,-0.92009,871,06/07/2016,23/07/2017
54,"Market Harborough","East Midlands",52.47776,-0.92009,1340,23/07/2017,""
55,"Market Harborough","East Midlands",52.47927,-0.92198,26,21/08/2015,07/07/2016
56,London,"Greater London",51.519908,-0.117557,47,18/08/2015,25/08/2015
57,London,"Greater London",51.51742,-0.11925,36,15/03/2016,18/07/2016
57,London,"Greater London",51.51742,-0.11925,1016,18/07/2016,12/01/2018
57,London,"Greater London",51.51742,-0.11925,1833,12/01/2018,""
58,Leeds,"Yorkshire and the Humber",53.79708,-1.54089,43,08/10/2015,02/07/2016
60,London,"Greater London",51.51787,-0.12575,14,01/07/2015,21/08/2015
61,London,"Greater London",51.49226,-0.22374,661,01/02/2016,21/04/2016
62,London,"Greater London",51.49226,-0.22374,707,20/04/2016,15/06/2016
62,London,"Greater London",51.49226,-0.22374,729,15/06/2016,28/10/2016
62,London,"Greater London",51.49226,-0.22374,1316,28/10/2016,16/07/2017
62,London,"Greater London",51.49226,-0.22374,1729,16/07/2017,""
63,"Market Harborough","East Midlands",52.47954,-0.9044,32,07/09/2015,19/10/2015
63,"Market Harborough","East Midlands",52.47954,-0.9044,95,23/10/2015,14/03/2016
63,"Market Harborough","East Midlands",52.47954,-0.9044,57,14/03/2016,11/11/2016
63,"Market Harborough","East Midlands",52.47954,-0.9044,1557,11/11/2016,""
64,Leeds,"Yorkshire and the Humber",53.78814,-1.53997,34,09/10/2015,26/03/2017
66,Watford,"East Of England",51.65903,-0.40062,52,26/11/2015,08/03/2016
66,Watford,"East Of England",51.65903,-0.40062,1050,18/07/2016,25/06/2017
66,Watford,"East Of England",51.65903,-0.40062,1071,25/06/2017,""
67,London,"Greater London",51.51843,-0.12102,88,15/03/2016,18/04/2016
67,London,"Greater London",51.51843,-0.12102,743,18/04/2016,17/08/2016
67,London,"Greater London",51.51843,-0.12102,1498,17/08/2016,24/12/2017
68,Manchester,"North West",53.48034,-2.2378,57,12/10/2015,04/02/2016
68,Manchester,"North West",53.48034,-2.2378,656,04/02/2016,22/03/2016
70,"Market Harborough","East Midlands",52.47942,-0.92222,103,23/11/2015,03/02/2016
70,"Market Harborough","East Midlands",52.47942,-0.92222,653,03/02/2016,07/07/2016
71,Blackburn,"North West",53.74852,-2.48223,33,13/10/2015,18/01/2016
71,Blackburn,"North West",53.74852,-2.48223,63,18/01/2016,03/02/2016
71,Blackburn,"North West",53.74852,-2.48223,655,03/02/2016,13/03/2016
73,Leeds,"Yorkshire and the Humber",53.8002,-1.54383,82,08/10/2015,01/10/2016
75,Bristol,"South West",51.41893,-2.58739,738,18/02/2016,27/05/2016
75,Bristol,"South West",51.41893,-2.58739,698,27/05/2016,18/08/2016
75,Bristol,"South West",51.41893,-2.58739,1540,18/08/2016,07/05/2017
76,Manchester,"North West",53.4971,-2.2339,37,12/10/2015,06/05/2016
76,Manchester,"North West",53.4971,-2.2339,658,06/05/2016,20/06/2017
78,London,"Greater London",51.49255,-0.22395,40,14/01/2016,15/06/2016
78,London,"Greater London",51.49255,-0.22395,705,15/06/2016,28/10/2016
78,London,"Greater London",51.49255,-0.22395,1322,28/10/2016,""
79,London,"Greater London",51.58738,-0.06113,53,01/10/2015,15/07/2016
81,Bury,"North West",53.592075,-2.296512,41,13/10/2015,02/09/2016
83,London,"Greater London",51.51587232,-0.126718558,105,03/12/2015,17/05/2016
84,London,"Greater London",51.51591,-0.12772,422,22/02/2016,17/05/2016
84,London,"Greater London",51.51591,-0.12772,752,17/05/2016,25/05/2016
84,London,"Greater London",51.51591,-0.12772,768,25/05/2016,""
85,Chelmsford,"East Of England",51.73434,0.47171,27,18/11/2015,26/02/2016
86,London,"Greater London",51.51564,-0.12785,724,11/03/2016,18/10/2016
86,London,"Greater London",51.51564,-0.12785,1538,18/10/2016,27/01/2017
87,London,"Greater London",51.58839,-0.05944,91,13/10/2015,08/11/2016
87,London,"Greater London",51.58839,-0.05944,1293,08/11/2016,""
88,London,"Greater London",51.51384,-0.08682,106,22/12/2015,05/01/2016
88,London,"Greater London",51.51384,-0.08682,21,05/01/2016,14/06/2016
88,London,"Greater London",51.51384,-0.08682,731,14/06/2016,19/10/2016
88,London,"Greater London",51.51384,-0.08682,1668,19/10/2016,""
89,London,"Greater London",51.51384,-0.08682,17,22/12/2015,05/01/2016
89,London,"Greater London",51.51384,-0.08682,9,05/01/2016,02/02/2016
89,London,"Greater London",51.51384,-0.08682,658,02/02/2016,21/04/2016
89,London,"Greater London",51.51384,-0.08682,721,21/04/2016,19/10/2016
89,London,"Greater London",51.51384,-0.08682,1277,19/10/2016,""
90,London,"Greater London",51.51384,-0.08682,685,16/05/2016,20/05/2016
91,London,"Greater London",51.51384,-0.08682,44,22/12/2015,05/01/2016
91,London,"Greater London",51.51384,-0.08682,28,05/01/2016,14/06/2016
91,London,"Greater London",51.51384,-0.08682,748,14/06/2016,19/10/2016
91,London,"Greater London",51.51384,-0.08682,1369,19/10/2016,""
92,London,"Greater London",51.51384,-0.08682,16,22/12/2015,05/01/2016
92,London,"Greater London",51.51384,-0.08682,102,05/01/2016,15/05/2016
92,London,"Greater London",51.51384,-0.08682,685,20/05/2016,19/10/2016
92,London,"Greater London",51.51384,-0.08682,1359,19/10/2016,27/03/2017
92,London,"Greater London",51.51384,-0.08682,1459,27/03/2017,""
93,Leeds,"Yorkshire and the Humber",53.80136,-1.54477,107,26/11/2015,21/02/2016
94,Southampton,"South East",50.91652,-1.45331,725,25/02/2016,04/07/2016
94,Southampton,"South East",50.91652,-1.45331,852,04/07/2016,30/03/2017
95,London,"Greater London",51.5346,-0.10595,62,16/12/2015,23/08/2016
95,London,"Greater London",51.5346,-0.10595,1523,23/08/2016,03/11/2016
96,London,"Greater London",51.5346,-0.10595,99,16/12/2015,23/08/2016
96,London,"Greater London",51.5346,-0.10595,1519,23/08/2016,03/11/2016
97,London,"Greater London",51.4288,-0.16697,876,13/07/2016,""
98,London,"Greater London",51.51315,-0.13759,754,18/05/2016,25/05/2016
98,London,"Greater London",51.51315,-0.13759,765,25/05/2016,""
99,London,"Greater London",51.49348,-0.14133,753,18/05/2016,25/05/2016
99,London,"Greater London",51.49348,-0.14133,764,25/05/2016,17/10/2018
99,London,"Greater London",51.49348,-0.14133,1818,17/10/2018,""
102,London,"Greater London",51.51757,-0.11992,750,17/05/2016,25/05/2016
102,London,"Greater London",51.51757,-0.11992,767,25/05/2016,05/06/2018
101,London,"Greater London",51.51738,-0.12013,751,17/05/2016,25/05/2016
101,London,"Greater London",51.51738,-0.12013,766,25/05/2016,21/06/2016
103,London,"Greater London",51.5119,-0.1282,749,17/05/2016,25/05/2016
103,London,"Greater London",51.5119,-0.1282,762,25/05/2016,19/06/2017
103,London,"Greater London",51.5119,-0.1282,1160,19/06/2017,""
105,London,"Greater London",51.49333,-0.22425,696,24/05/2016,24/05/2016
105,London,"Greater London",51.49333,-0.22425,1302,11/09/2018,""
106,London,"Greater London",51.51646,-0.13053,783,08/06/2016,27/11/2017
107,London,"Greater London",51.50862,-0.14421,774,07/06/2016,07/03/2017
107,London,"Greater London",51.50862,-0.14421,1129,07/03/2017,16/07/2017
108,London,"Greater London",51.524106,-0.137177,778,08/06/2016,""
109,London,"Greater London",51.51261,-0.13362,789,08/06/2016,04/12/2017
111,London,"Greater London",51.51645,-0.13934,777,06/06/2016,19/06/2017
111,London,"Greater London",51.51645,-0.13934,1334,19/06/2017,19/06/2017
111,London,"Greater London",51.51645,-0.13934,918,19/06/2017,""
112,London,"Greater London",51.51926,-0.16888,719,02/06/2016,13/06/2016
112,London,"Greater London",51.51926,-0.16888,734,13/06/2016,17/10/2016
112,London,"Greater London",51.51926,-0.16888,1335,17/10/2016,""
113,London,"Greater London",51.51706,-0.1657,674,02/06/2016,20/10/2016
113,London,"Greater London",51.51706,-0.1657,1376,20/10/2016,""
114,London,"Greater London",51.51582,-0.16395,694,02/06/2016,20/10/2016
114,London,"Greater London",51.51582,-0.16395,1279,20/10/2016,""
115,London,"Greater London",51.51506,-0.16315,683,02/06/2016,19/09/2016
115,London,"Greater London",51.51506,-0.16315,1027,19/09/2016,20/11/2017
115,London,"Greater London",51.51506,-0.16315,1975,20/11/2017,""
116,London,"Greater London",51.5144,-0.16169,710,02/06/2016,01/11/2016
116,London,"Greater London",51.5144,-0.16169,1673,01/11/2016,""
117,London,"Greater London",51.51444,-0.16221,730,02/06/2016,01/11/2016
117,London,"Greater London",51.51444,-0.16221,1282,01/11/2016,""
118,London,"Greater London",51.51434,-0.15957,690,02/06/2016,19/09/2016
118,London,"Greater London",51.51434,-0.15957,963,19/09/2016,19/01/2018
118,London,"Greater London",51.51434,-0.15957,1969,19/01/2018,19/01/2018
118,London,"Greater London",51.51434,-0.15957,1974,19/01/2018,12/10/2018
119,London,"Greater London",51.51286,-0.15799,733,03/06/2016,01/11/2016
119,London,"Greater London",51.51286,-0.15799,1281,01/11/2016,""
120,London,"Greater London",51.51444,-0.14795,781,06/06/2016,04/11/2016
121,London,"Greater London",51.5164,-0.14004,771,06/06/2016,22/08/2017
121,London,"Greater London",51.5164,-0.14004,1271,22/08/2017,""
122,London,"Greater London",51.51026,-0.13189,1714,10/05/2017,24/11/2017
122,London,"Greater London",51.51026,-0.13189,1883,24/11/2017,""
123,London,"Greater London",51.51212,-0.14508,1518,15/08/2016,""
124,London,"Greater London",51.5196,-0.13347,1533,16/08/2016,""
125,London,"Greater London",51.51343,-0.13601,796,06/06/2016,""
126,London,"Greater London",51.51726,-0.15544,1520,15/08/2016,06/12/2017
126,London,"Greater London",51.51726,-0.15544,1881,06/12/2017,12/01/2018
126,London,"Greater London",51.51726,-0.15544,1979,12/01/2018,14/03/2018
126,London,"Greater London",51.51726,-0.15544,2062,14/03/2018,""
127,London,"Greater London",51.51001,-0.13894,1532,18/08/2016,02/07/2017
127,London,"Greater London",51.51001,-0.13894,1698,02/07/2017,""
130,London,"Greater London",51.51359,-0.14336,1521,19/08/2016,""
131,London,"Greater London",51.5228,-0.13664,1527,18/08/2016,22/11/2017
133,London,"Greater London",51.50818,-0.12624,815,07/06/2016,""
134,London,"Greater London",51.51197,-0.12858,818,08/06/2016,21/08/2017
134,London,"Greater London",51.51197,-0.12858,877,21/08/2017,""
136,Cambridge,"East Of England",52.20788,0.11932,799,09/06/2016,""
137,Cambridge,"East Of England",52.2061,0.1208,776,10/06/2016,""
138,London,"Greater London",51.53239,-0.10632,800,08/06/2016,""
140,London,"Greater London",51.53832,-0.14187,1103,30/11/2016,""
141,London,"Greater London",51.53819,-0.14216,785,07/06/2016,05/06/2018
142,London,"Greater London",51.52202,-0.15845,772,07/06/2016,18/06/2017
144,London,"Greater London",51.51938,-0.16949,709,03/06/2016,17/10/2016
144,London,"Greater London",51.51938,-0.16949,1603,17/10/2016,02/07/2018
144,London,"Greater London",51.51938,-0.16949,1915,02/07/2018,""
145,London,"Greater London",51.51949,-0.16917,677,03/06/2016,17/10/2016
145,London,"Greater London",51.51949,-0.16917,1348,17/10/2016,""
146,London,"Greater London",51.51611,-0.16447,688,03/06/2016,20/10/2016
146,London,"Greater London",51.51611,-0.16447,1280,20/10/2016,""
147,London,"Greater London",51.54081,-0.1962506,859,28/06/2016,26/09/2018
148,London,"Greater London",51.49301,-0.22552,810,09/06/2016,""
149,London,"Greater London",51.50782,-0.14125,763,07/06/2016,17/06/2016
149,London,"Greater London",51.50782,-0.14125,911,17/06/2016,30/06/2016
149,London,"Greater London",51.50782,-0.14125,939,30/06/2016,06/06/2017
149,London,"Greater London",51.50782,-0.14125,1576,06/06/2017,""
150,London,"Greater London",51.51507,-0.14131,826,08/06/2016,10/10/2016
150,London,"Greater London",51.51507,-0.14131,1535,10/10/2016,""
151,London,"Greater London",51.51412,-0.13943,788,07/06/2016,10/06/2016
152,London,"Greater London",51.4968,-0.13991,784,16/06/2016,""
153,London,"Greater London",51.49643,-0.14484,817,16/06/2016,26/09/2018
154,London,"Greater London",51.48365,-0.17678,812,16/06/2016,15/05/2017
154,London,"Greater London",51.48365,-0.17678,1191,15/05/2017,17/07/2017
155,London,"Greater London",51.48932,-0.16383,770,16/06/2016,10/04/2017
155,London,"Greater London",51.48932,-0.16383,1372,10/04/2017,""
156,London,"Greater London",51.48881,-0.20566,808,13/06/2016,25/08/2017
156,London,"Greater London",51.48881,-0.20566,845,25/08/2017,15/01/2018
157,London,"Greater London",51.49264,-0.23038,806,13/06/2016,08/10/2018
158,London,"Greater London",51.49239,-0.26061,831,13/06/2016,17/06/2016
158,London,"Greater London",51.49239,-0.26061,837,17/06/2016,14/05/2017
159,London,"Greater London",51.51282,-0.18774,1769,14/09/2017,""
160,London,"Greater London",51.51227,-0.18743,787,13/06/2016,""
161,London,"Greater London",51.50181,-0.19136,798,13/06/2016,29/08/2016
161,London,"Greater London",51.50181,-0.19136,1531,29/08/2016,27/11/2017
162,Bristol,"South West",51.45367,-2.59791,813,13/06/2016,""
163,Bristol,"South West",51.45646,-2.60655,823,14/06/2016,""
164,Bristol,"South West",51.45857,-2.58709,816,13/06/2016,""
165,Bristol,"South West",51.45762,-2.58877,1574,18/08/2016,""
166,Edinburgh,Scotland,55.95093,-3.20355,805,17/06/2016,15/08/2017
166,Edinburgh,Scotland,55.95093,-3.20355,861,15/08/2017,24/05/2018
168,Edinburgh,Scotland,55.95216,-3.19983,1089,27/07/2016,""
170,Gloucester,"South West",51.86526,-2.24608,820,15/06/2016,""
171,Gloucester,"South West",51.8653,-2.24554,828,15/06/2016,""
172,Edinburgh,Scotland,55.94759,-3.1916,803,19/06/2016,21/05/2017
172,Edinburgh,Scotland,55.94759,-3.1916,1159,21/05/2017,""
173,London,"Greater London",51.50613,-0.08767,728,16/06/2016,12/10/2016
173,London,"Greater London",51.50613,-0.08767,1387,12/10/2016,13/02/2017
174,London,"Greater London",51.50321,-0.0794,676,16/06/2016,18/10/2016
174,London,"Greater London",51.50321,-0.0794,1364,18/10/2016,""
175,London,"Greater London",51.50446,-0.08301,689,16/06/2016,30/11/2017
176,Norwich,"East Of England",52.6285,1.29425,775,21/06/2016,""
177,Norwich,"East Of England",52.62686,1.29348,792,21/06/2016,""
178,Norwich,"East Of England",52.6271,1.29355,795,21/06/2016,19/10/2016
178,Norwich,"East Of England",52.6271,1.29355,1638,19/10/2016,21/06/2017
178,Norwich,"East Of England",52.6271,1.29355,1445,28/06/2017,""
182,"Kingston Upon Thames","Greater London",51.41031,-0.30691,780,17/06/2016,28/02/2018
185,"Kingston Upon Thames","Greater London",51.41073,-0.30224,797,17/06/2016,02/03/2017
185,"Kingston Upon Thames","Greater London",51.41073,-0.30224,1113,02/03/2017,""
186,"Kingston Upon Thames","Greater London",51.41174,-0.30312,885,18/06/2016,21/03/2018
186,"Kingston Upon Thames","Greater London",51.41174,-0.30312,2080,21/03/2018,""
187,Croydon,"Greater London",51.37658,-0.10182,883,21/06/2016,""
188,Croydon,"Greater London",51.37697,-0.10207,842,21/06/2016,22/02/2018
188,Croydon,"Greater London",51.37697,-0.10207,2063,22/02/2018,""
189,Bromley,"Greater London",51.4051,0.01525,884,22/06/2016,""
190,Bromley,"Greater London",51.4051,0.01568,865,22/06/2016,22/02/2018
190,Bromley,"Greater London",51.4051,0.01568,2008,22/02/2018,""
191,Wakefield,"Yorkshire and the Humber",53.68197,-1.49386,874,21/06/2016,25/07/2017
192,Wakefield,"Yorkshire and the Humber",53.68186,-1.4947,897,30/06/2016,22/01/2018
192,Wakefield,"Yorkshire and the Humber",53.68186,-1.4947,1986,22/01/2018,14/05/2018
193,Wakefield,"Yorkshire and the Humber",53.68134,-1.49581,904,23/06/2016,31/10/2017
193,Wakefield,"Yorkshire and the Humber",53.68134,-1.49581,1744,31/10/2017,14/05/2018
194,Wakefield,"Yorkshire and the Humber",53.68176,-1.49756,894,22/06/2016,04/04/2017
195,Wakefield,"Yorkshire and the Humber",53.68205,-1.4961,875,21/06/2016,14/05/2018
196,Wakefield,"Yorkshire and the Humber",53.68174,-1.4961,905,23/06/2016,14/05/2018
197,Wakefield,"Yorkshire and the Humber",53.68181,-1.49604,902,22/06/2016,27/07/2018
198,Wakefield,"Yorkshire and the Humber",53.68156,-1.49677,854,30/06/2016,27/07/2018
199,Wakefield,"Yorkshire and the Humber",53.68192,-1.49678,869,30/06/2016,26/07/2017
200,Wakefield,"Yorkshire and the Humber",53.68162,-1.49583,889,21/06/2016,14/05/2018
203,Wakefield,"Yorkshire and the Humber",53.68186,-1.49658,896,21/06/2016,28/09/2017
203,Wakefield,"Yorkshire and the Humber",53.68186,-1.49658,1778,28/09/2017,14/05/2018
204,Wakefield,"Yorkshire and the Humber",53.68157,-1.49629,909,30/06/2016,14/05/2018
205,Wakefield,"Yorkshire and the Humber",53.68186,-1.49798,903,23/06/2016,28/09/2017
205,Wakefield,"Yorkshire and the Humber",53.68186,-1.49798,1779,28/09/2017,14/05/2018
206,Wakefield,"Yorkshire and the Humber",53.68221,-1.49739,906,23/06/2016,14/05/2018
207,Wakefield,"Yorkshire and the Humber",53.68197,-1.49614,878,22/06/2016,26/07/2017
209,"Burton Upon Trent","West Midlands",52.80229,-1.6317,899,20/06/2016,28/06/2017
208,London,"Greater London",51.51086,-0.12859,831,22/06/2016,12/10/2016
208,London,"Greater London",51.51086,-0.12859,1450,22/02/2017,""
210,London,"Greater London",51.51181,-0.12829,763,23/06/2016,12/10/2016
210,London,"Greater London",51.51181,-0.12829,1462,12/10/2016,09/02/2017
210,London,"Greater London",51.51181,-0.12829,1492,09/02/2017,11/04/2017
210,London,"Greater London",51.51181,-0.12829,999,11/04/2017,""
211,London,"Greater London",51.51111,-0.12556,890,23/06/2016,03/07/2016
